order,y_coordinate,x_coordinate,r,g,b,UK_colors,RU_colors
186,5,20,0,144,114,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
187,5,21,0,144,124,"['Turquoise', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Blue', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Blue', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
188,5,22,0,140,134,"['Green', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise']","['Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Фиолетовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
189,5,23,0,140,142,"['Turquoise', 'Turquoise', 'Blue', 'Green', 'Blue', 'Blue', 'Green', 'Blue', 'Orange', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue']","['Голубой', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Синий', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
190,5,24,0,139,152,"['Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Black', 'Blue', 'Turquoise']","['Бирюзовый', 'Голубой', 'Голубой', 'Синий', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый']"
191,5,25,0,137,160,"['Blue', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue']","['Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой']"
192,5,26,0,135,168,"['Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Green']","['Голубой', 'Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Голубой']"
193,5,27,7,133,172,"['Blue', 'Blue', 'Silver', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Голубой', 'Синий', 'Лиловый', 'Синий', 'Синий', 'Синий', 'Голубой']"
194,5,28,0,132,188,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Голубой', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий']"
195,5,29,0,129,205,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Голубой', 'Голубой', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий', 'Синий', 'Голубой', 'Голубой']"
196,5,30,51,125,206,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Blue', 'Blue', 'Blue', 'Blue']","['Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Голубой']"
197,5,31,105,118,190,"['Blue', 'Blue', 'Purple', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Green', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Синий', 'Бирюзовый', 'Голубой']"
198,5,32,126,113,186,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Синий', 'Фиолетовый']"
199,5,33,140,109,181,"['Purple', 'Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый']"
200,5,34,151,105,174,"['Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Белый', 'Фиолетовый', 'Лиловый', 'Фиолетовый']"
201,5,35,162,101,166,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый']"
202,5,36,180,90,164,"['Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Turquoise', 'Pink']","['Фиолетовый', 'Фиолетовый', 'Розовый', 'Розовый', 'Лиловый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Розовый', 'Фиолетовый', 'Фиолетовый']"
203,5,37,189,86,151,"['Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink']","['Лиловый', 'Фиолетовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Розовый', 'Лиловый', 'Розовый', 'Лиловый', 'Розовый']"
204,5,38,197,82,134,"['Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink']","['Фиолетовый', 'Фиолетовый', 'Розовый', 'Розовый', 'Розовый', 'Фиолетовый', 'Лиловый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Розовый']"
205,5,39,212,70,123,"['Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Purple']","['Лиловый', 'Фиолетовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
206,5,40,215,69,107,"['Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']","['Розовый', 'Розовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
207,4,0,97,97,97,"['Silver', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Purple', 'Gray', 'Gray', 'Silver', 'Gray', 'Gray', 'Gray', 'Purple', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray']","['Серый', 'Серый', 'Серый', 'Черный', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый']"
208,4,1,188,30,71,"['Pink', 'Red', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Purple', 'Purple', 'Purple', 'Pink', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red']","['Лиловый', 'Красный', 'Розовый', 'Розовый', 'Красный', 'Красный', 'Розовый', 'Розовый', 'Красный', 'Красный', 'Лиловый', 'Красный']"
209,4,2,188,33,52,"['Red', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']","['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный']"
210,4,3,186,39,33,"['Red', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Orange', 'Red']","['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный']"
211,4,4,181,49,0,"['Red', 'Orange', 'Red', 'Orange', 'Brown', 'Red', 'Red', 'Red', 'Purple', 'Orange', 'Red', 'Red', 'Red', 'Brown', 'Red', 'Red', 'Red', 'Red', 'Red']","['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Коричневый', 'Красный', 'Красный', 'Оранжевый']"
212,4,5,158,73,15,"['Orange', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Orange', 'Brown', 'Orange', 'Brown', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Коричневый', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
213,4,6,145,81,27,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Красный', 'Коричневый', 'Коричневый', 'Коричневый']"
214,4,7,139,85,14,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
215,4,8,127,90,33,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
216,4,9,121,93,26,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Green', 'Brown', 'Beige', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Brown']","['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Бежевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
217,4,10,115,96,21,"['Brown', 'Brown', 'Green', 'Gold', 'Green', 'Brown', 'Brown', 'Green', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Green', 'Brown', 'Brown']","['Оранжевый', 'Коричневый', 'Зеленый', 'Коричневый', 'Коричневый', 'Бежевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
218,4,11,109,98,18,"['Brown', 'Green', 'Brown', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Brown']","['Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Желтый']"
219,4,12,102,100,18,"['Green', 'Beige', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Beige', 'Green', 'Brown', 'Green']","['Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Коричневый', 'Бирюзовый', 'Зеленый', 'Коричневый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый']"
220,4,13,93,102,24,"['Green', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Beige', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
221,4,14,84,105,33,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Yellow', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
222,4,15,58,110,20,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
223,4,16,36,111,42,"['Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Orange', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
224,4,17,0,116,56,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
225,4,18,0,116,72,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
226,4,19,0,116,82,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
227,4,20,0,117,90,"['Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Blue']","['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
228,4,21,0,114,100,"['Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Green', 'Green']","['Зеленый', 'Синий', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Синий', 'Бирюзовый', 'Зеленый', 'Зеленый']"
229,4,22,0,113,110,"['Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Green', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Blue']","['Голубой', 'Синий', 'Зеленый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Зеленый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
230,4,23,0,113,119,"['Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Green', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Blue', 'Blue']","['Синий', 'Бирюзовый', 'Синий', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Зеленый']"
231,4,24,0,109,120,"['Blue', 'Green', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Blue']","['Зеленый', 'Синий', 'Синий', 'Серый', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Зеленый']"
232,4,25,0,108,125,"['Blue', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Green', 'Turquoise', 'Blue']","['Синий', 'Синий', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Синий']"
233,4,26,0,109,143,"['Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise']","['Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Синий']"
234,4,27,0,106,147,"['Blue', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Бирюзовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий']"
235,4,28,0,106,162,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий']"
236,4,29,0,102,164,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Green', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий']"
237,4,30,1,98,178,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']","['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
238,4,31,76,90,177,"['Purple', 'Blue', 'Blue', 'Blue', 'Purple', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue', 'Purple', 'Blue', 'Blue', 'Blue', 'Blue']","['Лиловый', 'Синий', 'Фиолетовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
239,4,32,102,86,160,"['Purple', 'Blue', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Синий', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
240,4,33,116,81,153,"['Purple', 'Purple', 'Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый']"
241,4,34,126,78,148,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
242,4,35,135,74,140,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
243,4,36,151,63,139,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый']"
244,4,37,160,58,127,"['Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Pink', 'Purple', 'Pink', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
245,4,38,167,53,112,"['Pink', 'Purple', 'Pink', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Pink', 'Purple', 'Pink', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']","['Фиолетовый', 'Розовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Розовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Розовый', 'Фиолетовый', 'Красный']"
246,4,39,172,51,99,"['Pink', 'Purple', 'Red', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Purple', 'Pink', 'Red', 'Pink', 'Pink', 'Purple']","['Красный', 'Лиловый', 'Розовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Красный']"
247,4,40,185,31,86,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Purple', 'Red', 'Red', 'Pink', 'Red', 'Pink', 'Pink', 'Red']","['Красный', 'Лиловый', 'Розовый', 'Лиловый', 'Красный', 'Красный', 'Розовый', 'Красный', 'Красный', 'Красный', 'Красный', 'Лиловый', 'Розовый']"
